-10,3,0,26, -214, 144, -0.31, -0.44, 0.07, 17.09, -13.55, -19.29
-10,3,0,26, -214, 144, -0.49, -0.70, 0.16, 17.09, -13.73, -19.49
-10,3,0,26, -214, 143, -0.37, -0.72, -0.12, 16.91, -13.82, -19.29
-10,3,0,27, -213, 143, -0.07, -0.30, 0.03, 17.00, -14.36, -19.29
-10,3,0,26, -213, 143, -0.30, -0.56, 0.00, 16.82, -13.91, -19.39
-10,3,0,26, -214, 143, -0.19, -0.56, 0.14, 17.00, -14.00, -19.29
-10,3,0,26, -214, 141, -0.54, -0.45, -0.17, 17.09, -13.73, -19.29
-10,3,0,25, -213, 144, -0.14, -0.60, -0.05, 17.18, -13.82, -19.49
-10,3,0,26, -212, 143, -0.05, -0.44, 0.16, 17.18, -14.27, -19.29
-10,3,0,27, -213, 144, -0.37, -0.49, 0.30, 17.27, -13.82, -19.18
-10,3,0,27, -213, 142, -0.26, -0.60, -0.05, 16.91, -13.82, -19.39
-10,3,0,26, -214, 143, 0.02, -0.45, -0.21, 17.09, -13.82, -19.29
-10,3,0,26, -213, 143, -0.47, -0.31, 0.28, 17.18, -13.91, -19.18
-10,3,0,26, -214, 143, -0.31, -0.70, 0.38, 16.82, -14.09, -19.39
-10,3,0,26, -213, 143, -0.31, -0.35, -0.07, 16.91, -14.00, -19.29
-10,3,0,27, -214, 143, -0.40, -0.49, 0.05, 17.09, -14.09, -19.29
-10,3,0,26, -214, 144, -0.25, -0.52, 0.21, 17.09, -13.91, -19.29
-10,3,0,26, -214, 142, -0.38, -0.65, 0.02, 17.00, -13.82, -18.98
-10,3,0,26, -214, 146, -0.26, -0.70, -0.09, 16.91, -13.82, -19.39
-10,3,0,27, -213, 143, -0.40, -0.51, 0.11, 17.27, -14.00, -19.29
-10,3,0,27, -215, 144, -0.40, -0.47, 0.49, 17.00, -13.91, -19.29
-10,3,0,27, -214, 142, -0.33, -0.47, 0.17, 17.09, -14.00, -18.98
-10,3,0,26, -214, 144, -0.33, -0.44, -0.25, 17.09, -13.91, -19.08
-10,3,0,26, -215, 143, -0.35, -0.47, 0.02, 17.00, -13.82, -19.39
-10,3,0,27, -214, 144, -0.60, -0.33, 0.47, 17.18, -14.18, -19.08
-10,3,0,27, -214, 144, -0.51, -0.49, 0.00, 17.27, -13.91, -19.29
-10,3,0,25, -214, 144, -0.38, -0.37, 0.35, 17.27, -14.09, -19.59
-10,3,0,26, -215, 143, -0.21, -0.56, -4.38, 17.09, -13.64, -19.29
-10,3,0,27, -214, 145, -0.17, -0.58, 0.38, 16.91, -14.00, -19.29
-10,3,0,27, -214, 144, -0.28, -0.54, -0.03, 17.00, -14.18, -19.59
-10,3,0,26, -213, 143, -0.09, -0.49, 0.14, 16.91, -14.09, -18.98
-10,3,0,26, -214, 143, -0.21, -0.54, 0.07, 17.00, -13.91, -18.98
-10,3,0,26, -214, 144, -0.38, -0.31, 0.12, 16.82, -14.00, -19.18
-10,3,0,26, -212, 143, 0.12, -0.51, -0.03, 17.09, -13.91, -19.39
-10,3,0,26, -214, 143, -0.26, -0.49, 0.00, 17.09, -13.91, -18.88
-10,3,0,26, -213, 143, -0.26, -0.60, 0.17, 16.91, -13.91, -19.39
-10,3,0,26, -214, 143, -0.23, -0.44, 0.30, 17.27, -14.09, -19.39
-10,3,0,26, -213, 144, -0.17, -0.67, 0.02, 17.09, -13.91, -19.08
-10,3,0,26, -214, 144, -0.09, -0.45, 0.30, 17.09, -13.82, -19.39
-10,3,0,26, -215, 142, -0.28, -0.60, -0.02, 17.09, -13.82, -19.18
-10,3,0,26, -215, 144, -0.16, -0.31, 0.07, 16.55, -13.82, -19.18
-10,3,0,26, -214, 142, -0.49, -0.26, -0.11, 17.09, -13.82, -19.49
