-250,241,1147,52, 8, 254, -4.69, 4.27, -16.64, 32.91, -45.00, -34.80
-250,241,1147,51, 8, 254, -4.55, 5.18, -16.71, 32.82, -44.82, -34.49
-250,241,1147,53, 9, 254, -4.67, 4.18, -16.97, 33.18, -44.00, -34.80
-250,241,1147,49, 6, 253, -4.88, 3.71, -16.50, 33.00, -43.55, -34.49
-250,241,1147,46, 4, 257, -4.95, 4.25, -16.62, 33.09, -42.73, -34.18
-250,241,1147,44, 7, 256, -5.07, 4.50, -16.33, 33.18, -41.82, -33.57
-250,241,1147,43, 7, 254, -5.55, 4.13, -16.57, 32.91, -41.09, -33.78
-250,241,1147,42, 5, 253, -5.53, 3.55, -16.10, 33.09, -40.55, -34.08
-250,241,1147,41, 7, 250, -3.12, 2.10, -8.52, 32.73, -40.09, -33.88
-250,241,1147,40, 4, 256, -0.60, -0.47, -0.58, 32.73, -39.82, -34.29
0,0,0,38, 1, 257, -0.14, -0.95, 0.91, 32.91, -40.09, -34.39
0,0,0,39, 2, 260, -0.16, -0.84, 0.89, 32.73, -40.18, -34.49
0,0,0,38, 2, 257, -0.49, -1.35, 1.01, 32.55, -40.00, -34.69
0,0,0,37, 2, 258, 0.00, -0.81, 0.51, 32.64, -40.27, -34.39
0,0,0,36, 1, 257, -0.52, -0.95, 1.29, 32.91, -40.18, -34.18
0,0,0,38, 1, 259, -0.44, -1.03, 1.00, 32.91, -40.09, -34.80
0,0,0,38, 1, 258, -0.31, -1.09, 0.49, 32.64, -39.73, -33.88
0,0,0,39, 2, 257, -0.03, -0.74, 0.88, 32.36, -40.18, -33.98
0,0,0,37, 1, 258, -0.12, -1.03, 1.07, 32.73, -39.91, -33.88
0,0,0,39, 0, 259, -0.16, -1.17, 0.61, 32.82, -40.09, -33.67
0,0,0,37, 1, 257, -0.17, -0.75, 0.58, 32.55, -40.00, -33.67
0,0,0,37, 1, 257, 0.03, -1.01, 0.89, 32.55, -39.82, -33.67
0,0,0,39, 1, 257, -0.21, -1.00, 0.95, 32.55, -39.73, -33.57
0,0,0,38, 0, 259, -0.26, -0.84, 0.77, 32.27, -39.91, -33.37
0,0,0,39, 2, 259, -0.17, -0.96, 0.96, 32.73, -39.55, -33.06
0,0,0,37, 1, 259, -0.26, -0.70, 0.79, 32.18, -39.18, -33.37
0,0,0,37, 2, 257, -0.47, -0.67, 0.26, 31.91, -39.45, -33.47
0,0,0,39, 2, 259, -0.30, -0.91, 0.79, 32.27, -39.36, -33.47
0,0,0,38, 0, 258, 0.19, -1.05, 1.03, 32.00, -39.36, -33.57
0,0,0,37, 2, 258, -0.30, -0.89, 0.61, 32.00, -39.27, -33.16
0,0,0,38, -1, 257, -0.30, -0.81, 0.74, 32.09, -39.27, -33.67
0,0,0,38, 0, 258, -0.02, -0.91, 1.14, 31.82, -39.18, -34.08
0,0,0,38, 1, 259, -0.02, -0.82, 0.86, 31.82, -39.27, -33.98
0,0,0,37, 0, 258, -0.19, -1.14, 1.00, 31.64, -39.64, -34.59
0,0,0,37, 1, 258, -0.31, -0.82, 0.67, 32.00, -39.55, -33.78
0,0,0,38, 2, 258, -0.37, -0.82, 0.96, 31.91, -39.64, -34.08
0,0,0,37, 1, 260, -0.40, -0.88, 1.14, 31.73, -39.64, -34.18
0,0,0,39, 2, 257, -0.09, -1.21, 0.91, 31.91, -39.82, -34.39
0,0,0,37, -1, 257, -0.25, -0.72, 0.88, 31.64, -39.91, -34.39
0,0,0,38, 3, 257, -0.21, -1.09, 0.86, 31.55, -39.73, -34.08
